458;Hirtenstraße;Dresden;51.040014;13.65969
459;Am Altfrankener Park;Dresden;51.039295;13.651437
460;Altfranken;Dresden;51.033782;13.645866
461;Hohe Straße;Altfranken;51.032452;13.636224
462;Weidentalstraße;Dresden;51.050138;13.678421
463;Heilbronner Straße;Dresden;51.009674;13.700899
464;Stuttgarter Straße;Dresden;51.00683;13.698074
465;Tübinger Straße;Dresden;51.012313;13.699984
466;Bonhoefferplatz;Dresden;51.038961;13.701658
467;Mohorner Straße;Dresden;51.034657;13.702128
468;Ebertplatz;Dresden;51.041603;13.705377
469;Schillingstraße;Dresden;51.041826;13.701207
470;Clara-Zetkin-Straße;Dresden;51.03792;13.697842
471;Frankenbergstraße;Dresden;51.036301;13.697226
472;Dölzschener Straße;Dresden;51.032719;13.697537
473;Kasseler Straße;Dresden;51.033748;13.691031
474;Altnaußlitz;Dresden;51.034615;13.687056
475;Rüdesheimer Straße;Dresden;51.031713;13.685696
476;Alfred-Thiele-Straße;Dresden;51.029121;13.687099
477;Dölzschen;Dresden;51.025302;13.687616
478;Kölner Straße;Dresden;51.035185;13.684297
479;Saalhausener Straße;Dresden;51.036511;13.683375
480;Neunimptscher Straße;Dresden;51.03411;13.675261
481;Beerenhut;Dresden;51.033245;13.669128
482;Gitterseebrücke;Dresden;51.017893;13.675261
483;Heidenschanze;Dresden;51.02092;13.682924
484;Begerburg;Dresden;51.022641;13.692622
485;Felsenkeller;Dresden;51.022526;13.697421
486;Plauenscher Ring;Dresden;51.026584;13.710157
487;Rathaus Plauen;Dresden;51.02944;13.707254
488;Bamberger Straße;Dresden;51.033922;13.712452
489;Agentur für Arbeit;Dresden;51.039909;13.71916
490;Zwickauer Straße;Dresden;51.038473;13.713518
491;Chemnitzer Straße;Dresden;51.036839;13.71581
492;Bernhardstraße;Dresden;51.03468;13.720763
493;Schweizer Straße;Dresden;51.041899;13.721387
494;Technische Universität;Dresden;51.029892;13.730921
495;SLUB;Dresden;51.029098;13.737763
496;Rubensweg;Dresden;51.023053;13.74703
497;Dora-Stock-Straße;Dresden;51.022655;13.750222
498;Mommsenstraße;Dresden;51.027512;13.731374
499;Südhöhe;Dresden;51.019717;13.729602
500;Innsbrucker Straße;Dresden;51.016638;13.729287
501;Altkaitz;Dresden;51.014407;13.726938
502;Bannewitzer Straße;Dresden;51.012736;13.729912
503;Babisnauer Straße;Dresden;51.013234;13.742956
504;Altmockritz;Dresden;51.015081;13.740873
505;Ludwig-Renn-Allee;Dresden;51.019144;13.735509
